CODE	GENES	LNZ308.DMSO	LNZ308.AZD6738	LN229.DMSO	LN229.AZD6738
STRBP_42393	STRBP	922	1189	826	784
MGAT4A_30753	MGAT4A	855	958	978	992
FAM26F_73076	FAM26F	1526	1386	1354	1391
PCDH11Y_52065	PCDH11Y	1375	1337	1066	1168
RUFY1_50974	RUFY1	653	1054	698	678
RAD54L_21932	RAD54L	337	237	560	495
PEAK1_50094	PEAK1	1338	2030	1426	1708
PGPEP1_40794	PGPEP1	1298	1765	1468	1822
ATP5S_35589	ATP5S	1292	1568	1452	1582
DIABLO_44297	DIABLO	945	1068	1118	1384
ERAP1_39434	ERAP1	1992	2131	1416	1862
ZNF492_46030	ZNF492	452	684	515	633
OR4K13_71779	OR4K13	878	1080	894	989
ZNF337_34672	ZNF337	520	731	446	414
ROS1_16258	ROS1	913	766	772	792
CHST5_33185	CHST5	871	1161	702	816
PLA2G10_21836	PLA2G10	69	82	493	588
POLG_14356	POLG	637	981	1150	1233
CNGB1_3488	CNGB1	1418	1704	1279	1437
UNC93A_39865	UNC93A	2498	2656	2294	2595
TMEM127_42930	TMEM127	1818	1622	1324	1531
ZNF701_43294	ZNF701	630	970	709	878
PAQR5_40769	PAQR5	381	352	423	344
EML6_72316	EML6	414	513	427	493
EPCAM_10924	EPCAM	730	925	736	730
HIST2H2AC_21651	HIST2H2AC	21	22	527	636
ATXN7L3B_73544	ATXN7L3B	554	687	406	470
HIST3H2A_56364	HIST3H2A	1190	1709	1233	1347
TMEM203_56700	TMEM203	624	521	649	627
YAP1_28006	YAP1	363	375	278	442
PPARD_14496	PPARD	2268	2157	2379	2603
SLC9B2_60142	SLC9B2	1483	1561	1326	1167
C7orf55-LUC7L2_76283	C7orf55-LUC7L2	507	671	432	631
FAM45A_72683	FAM45A	1306	1512	1300	1468
BRINP3_68963	BRINP3	261	298	303	270
TNN_47146	TNN	1644	1915	1421	1634
USHBP1_52589	USHBP1	2026	2123	1652	2243
LIPG_24683	LIPG	519	502	542	448
KCTD11_61732	KCTD11	367	325	463	505
TLDC2_60935	TLDC2	2577	2630	2411	2821
HPX_8819	HPX	1567	1253	1473	1262
MBOAT4_73643	MBOAT4	1519	1673	1042	1403
ZCCHC11_32444	ZCCHC11	312	315	284	407
MESDC1_46738	MESDC1	1243	1270	1242	1437
PTTG1IP_2079	PTTG1IP	864	1001	790	793
RPS6KA6_36037	RPS6KA6	534	582	604	526
CAB39_39365	CAB39	509	877	372	314
PDCD2L_53424	PDCD2L	555	634	558	652
RASA2_15863	RASA2	710	921	873	663
KCNK3_10092	KCNK3	2022	2044	2019	2291
OR2Y1_60207	OR2Y1	581	791	520	583
CLCA2_25431	CLCA2	445	485	468	650
TCEAL7_44433	TCEAL7	2327	2770	2188	2311
ACO2_151	ACO2	988	1190	1589	1518
CDHR4_71280	CDHR4	1183	1494	1439	1286
C2orf91_72312	C2orf91	592	726	586	660
OR6B1_60398	OR6B1	570	479	389	455
TRIM16L_61743	TRIM16L	1158	1174	1550	1571
NCAM2_12236	NCAM2	681	784	698	591
CDYL2_58719	CDYL2	447	669	475	657
ETAA1_39989	ETAA1	412	470	701	390
MAT2A_11147	MAT2A	156	286	611	444
CORO1A_30281	CORO1A	331	290	535	679
CALML4_56032	CALML4	1080	1423	1009	1295
ADAR_267	ADAR	341	362	693	661
POLR1A_33985	POLR1A	121	169	417	575
NAT8L_69076	NAT8L	446	530	779	711
HIST1H2AI_21620	HIST1H2AI	165	323	254	279
FAM98C_61919	FAM98C	469	486	577	470
SATB2_32430	SATB2	1378	1267	1375	1589
OR6A2_22396	OR6A2	1526	1262	1234	1311
SH3GL1_17288	SH3GL1	470	544	402	658
NPFFR2_29432	NPFFR2	2257	2557	1725	1951
MAOA_11095	MAOA	684	692	540	659
TRIP13_24471	TRIP13	1223	1397	974	1246
EDDM3A_29396	EDDM3A	922	1120	1264	1470
ACSM2A_58666	ACSM2A	791	836	504	555
DLX1_4824	DLX1	365	496	494	366
ACY3_55967	ACY3	239	219	355	297
PKP3_30421	PKP3	612	917	748	816
NME1_12659	NME1	778	760	1133	1172
HAS3_8182	HAS3	2121	2457	1695	2136
RICTOR_66290	RICTOR	260	720	491	513
VDAC2_20120	VDAC2	1312	1300	1683	1904
MAGEB5_69852	MAGEB5	1043	892	743	881
C11orf98_76400	C11orf98	1356	1612	1769	1692
TIGD3_65603	TIGD3	356	478	371	492
ERVMER34-1_75673	ERVMER34-1	1156	1304	996	846
CADM3_46482	CADM3	871	1013	1080	1074
CD2_2552	CD2	981	803	1238	1689
CCNI_29758	CCNI	1215	1844	1303	1150
MYEOV_35194	MYEOV	288	351	679	689
ATP8B2_45269	ATP8B2	1129	999	983	1128
CACNA1B_2143	CACNA1B	886	763	811	910
SLC2A2_17463	SLC2A2	964	754	1031	1052
PRR11_43324	PRR11	1692	2211	1523	1764
C19orf66_42378	C19orf66	1294	1247	946	1146
FAM109A_61371	FAM109A	1190	1215	1430	1582
GPLD1_7479	GPLD1	895	888	644	828
LRRIQ4_69616	LRRIQ4	1777	2084	1783	2053
TMEM208_36473	TMEM208	499	355	543	590
CDIP1_36924	CDIP1	3183	2923	2523	2567
UROC1_59984	UROC1	752	794	739	987
ENTPD2_2684	ENTPD2	596	751	576	809
FAM171A2_67615	FAM171A2	1523	1426	1541	1856
ALDH1B1_615	ALDH1B1	1289	1417	1430	1677
CHDH_42418	CHDH	1929	2322	2078	2428
GPR173_39840	GPR173	1762	1494	1315	1285
GLRX3_28422	GLRX3	635	434	1689	1427
RPL34_16423	RPL34	29	45	345	241
PRICKLE1_61283	PRICKLE1	928	1009	721	841
SERPINA12_61399	SERPINA12	1057	752	731	833
ENOSF1_42658	ENOSF1	764	844	542	739
GTF3C2_7983	GTF3C2	517	603	566	604
CBFA2T2_23991	CBFA2T2	462	410	544	500
ZNF333_53634	ZNF333	1042	1479	1193	1125
SLC9A4_71248	SLC9A4	577	869	423	585
EPHB4_5683	EPHB4	2071	2328	2099	2248
IRX2_62804	IRX2	442	420	462	382
PTPN7_15436	PTPN7	462	563	518	528
DMRTB1_47213	DMRTB1	379	414	154	207
CBLN1_2434	CBLN1	1901	1894	1499	1762
SLC25A35_72092	SLC25A35	1232	1210	1475	1268
ZNF524_61867	ZNF524	1387	1619	1370	1679
RNF165_73438	RNF165	680	653	655	728
CDRT4_67604	CDRT4	845	996	1217	1244
BBC3_35601	BBC3	1373	1758	1123	1656
AK4_567	AK4	916	822	1023	1042
SETD5_41936	SETD5	637	613	588	675
JAM3_52398	JAM3	1357	1579	1297	1639
ATP6V0E2_62972	ATP6V0E2	393	353	346	407
UNC80_68048	UNC80	706	596	566	390
GRIN3B_57764	GRIN3B	1179	1134	1061	1274
E2F6_5223	E2F6	743	780	401	574
TSEN34_48798	TSEN34	289	458	540	509
DCST1_62127	DCST1	837	1044	1039	1106
CNTNAP3B_74727	CNTNAP3B	336	326	419	457
NT5C_37112	NT5C	450	448	453	581
WDR88_59079	WDR88	680	598	650	723
DTX3_64407	DTX3	190	146	409	452
NINJ2_12619	NINJ2	410	397	469	519
CERCAM_37966	CERCAM	1094	1434	1500	1602
CRYM_3992	CRYM	410	367	308	475
MYH10_12055	MYH10	1357	1390	1255	1507
PALD1_35674	PALD1	386	238	428	299
SNAPC4_17843	SNAPC4	454	630	678	833
ELAC2_46944	ELAC2	238	405	1219	1488
SMOC2_47354	SMOC2	1610	1734	1430	1711
ALPK3_45774	ALPK3	795	713	853	845
CDK5RAP1_39232	CDK5RAP1	504	806	560	669
ZNF444_42277	ZNF444	1450	1903	1443	1551
SAPCD2_55262	SAPCD2	416	523	525	622
TMEM202_68840	TMEM202	1051	1277	1225	1568
ADCK5_65023	ADCK5	1835	2424	2133	2313
VN1R2_68523	VN1R2	445	470	453	282
SPOPL_69003	SPOPL	362	307	466	499
ARL17A_38513	ARL17A	1033	872	1075	1251
ERICH4_75539	ERICH4	967	935	916	1026
SCGB1D1_28794	SCGB1D1	585	802	465	333
FAM71E2_67851	FAM71E2	597	641	650	840
HEXDC_67586	HEXDC	1785	2015	1456	1923
CORO1A_30282	CORO1A	609	611	403	647
PTH1R_15374	PTH1R	1141	1233	1293	1294
CLEC2L_62916	CLEC2L	276	487	537	517
MTPN_60436	MTPN	395	525	535	589
RGS7_16107	RGS7	350	566	382	338
KCNJ9_10051	KCNJ9	1276	1598	1471	1733
HES1_8863	HES1	892	927	771	794
CBLN1_2435	CBLN1	407	576	614	660
GNL3L_40228	GNL3L	142	185	758	758
STAC3_66222	STAC3	1021	845	669	727
GOT2_7436	GOT2	1101	1169	1023	1286
ZFYVE21_48785	ZFYVE21	1857	2101	1747	1750
TIMD4_56055	TIMD4	896	1025	882	899
MAD2L2_28151	MAD2L2	174	66	508	403
NR5A1_6624	NR5A1	1669	1957	1975	1731
PAPLN_55245	PAPLN	472	589	438	601
DHPS_4753	DHPS	35	48	339	246
RNF225_74145	RNF225	733	774	466	708
ZNRF3_52966	ZNRF3	501	346	558	688
KHSRP_22359	KHSRP	637	840	536	513
TSC1_19630	TSC1	657	451	478	656
CLDN23_60467	CLDN23	1187	1468	1143	1294
STMN3_37438	STMN3	702	755	626	836
GLRX5_38162	GLRX5	292	691	935	862
DDOST_4628	DDOST	329	383	719	687
HEY1_32865	HEY1	405	545	518	603
YJEFN3_70366	YJEFN3	706	734	582	791
PANK4_42013	PANK4	394	500	391	529
LRWD1_65972	LRWD1	1707	1838	1906	1989
NINL_31361	NINL	1871	2486	1790	1902
REEP4_51197	REEP4	1338	1464	1428	1674
PJA1_47544	PJA1	477	432	327	394
ANKS6_65087	ANKS6	912	799	732	1178
PAXIP1_31341	PAXIP1	2522	2812	2338	2591
PAGR1_49249	PAGR1	1234	1475	1344	1248
RPRM_44256	RPRM	420	335	251	320
STEAP1B_66731	STEAP1B	1570	1821	1527	1770
ROR1_12906	ROR1	487	516	544	469
PBX4_51246	PBX4	1224	1496	1121	1333
SMAD7_10979	SMAD7	190	493	582	488
SNRNP27_29861	SNRNP27	74	135	606	631
KIAA1107_32340	KIAA1107	496	499	481	787
FZD9_21612	FZD9	508	557	479	549
PEPD_13662	PEPD	749	834	966	893
PSCA_21166	PSCA	649	582	589	636
ANGPTL4_37905	ANGPTL4	490	414	443	438
BRSK2_23620	BRSK2	400	445	488	496
TCF12_18852	TCF12	956	1234	1133	1379
WFDC13_63763	WFDC13	1802	1957	1558	1699
OR5W2_71640	OR5W2	921	935	622	853
AGER_499	AGER	2119	2029	1900	1948
TMEM145_67754	TMEM145	536	956	626	653
RCCD1_55844	RCCD1	427	642	509	634
TNNC1_19390	TNNC1	855	944	1064	1043
CTU1_55430	CTU1	112	276	369	403
SCAMP4_56948	SCAMP4	1207	1670	1309	1581
RAMP2_27568	RAMP2	1885	2266	1947	1943
TMX1_51640	TMX1	421	473	552	372
HIST1H4C_21755	HIST1H4C	634	946	692	706
C4orf47_73052	C4orf47	491	618	300	322
ESPN_52414	ESPN	304	429	583	518
GP5_7453	GP5	523	715	757	853
LOC101928093_76359	LOC101928093	1137	1242	874	1015
SLFN12_41581	SLFN12	1021	1100	942	1210
C2orf73_59743	C2orf73	636	569	465	682
DEFB106A_66123	DEFB106A	740	898	771	704
SORBS1_28567	SORBS1	495	454	451	442
ADTRP_54252	ADTRP	661	610	574	569
PFDN5_13731	PFDN5	541	733	1422	1482
TGFBI_19100	TGFBI	964	1099	829	1096
DTX1_5131	DTX1	653	651	565	683
SRD5A2_18168	SRD5A2	1480	1941	1344	1721
PXMP2_15584	PXMP2	774	959	802	1045
GRK6_7644	GRK6	360	632	656	766
KLK10_15079	KLK10	850	993	744	744
AARSD1_51306	AARSD1	728	682	695	781
ERP44_31641	ERP44	789	763	929	957
C1orf158_56475	C1orf158	653	805	837	1045
DHPS_4754	DHPS	138	258	587	633
CHAT_3116	CHAT	850	881	827	923
OR4C6_65243	OR4C6	1791	1740	1609	1765
HIST1H4I_21535	HIST1H4I	467	583	464	565
CAMK2A_2256	CAMK2A	478	506	374	351
HIST4H4_58391	HIST4H4	2015	2236	1320	1701
HIST1H4F_21743	HIST1H4F	774	793	463	609
GDPGP1_71827	GDPGP1	816	845	857	1100
TIMP4_19216	TIMP4	939	862	732	890
SERPINA1_13888	SERPINA1	719	767	731	710
LIX1_63956	LIX1	628	779	682	970
LCN8_60580	LCN8	887	1354	1084	1278
TEF_18967	TEF	358	294	300	388
TSHB_19643	TSHB	722	717	577	620
CHRNA10_44902	CHRNA10	1409	1495	1211	1229
SPRN_73472	SPRN	1819	2357	2179	2300
SULT1A3_18475	SULT1A3	292	259	188	287
SULT1A1_18472	SULT1A1	1067	878	899	1106
APOBEC3A_64696	APOBEC3A	925	885	778	1055
TFCP2_19023	TFCP2	531	543	384	509
SDR42E1_56539	SDR42E1	311	203	263	388
DLG2_4807	DLG2	1079	1022	1032	1280
AKAP12_25314	AKAP12	554	758	476	599
HN1L_55658	HN1L	443	391	348	471
MAN1B1_30610	MAN1B1	357	416	423	626
NID2_30850	NID2	1725	1901	2068	2041
TMC7_50326	TMC7	372	577	463	502
CCL16_17003	CCL16	1169	1432	1076	1417
NAGPA_38038	NAGPA	1629	1056	1306	1377
APOBEC2_29582	APOBEC2	1054	1128	935	1207
ANKRD20A2_73120	ANKRD20A2	1219	1185	862	984
ASGR2_1252	ASGR2	575	584	571	727
ARHGAP11B_55150	ARHGAP11B	583	506	482	582
NUDT11_41866	NUDT11	1962	2182	1597	1939
NUDT4_30330	NUDT4	567	683	862	926
TOM1L2_61628	TOM1L2	1034	1038	1585	1423
C16orf74_72674	C16orf74	1732	2535	1803	1840
WAPAL_31617	WAPAL	193	225	479	565
SSX1_18303	SSX1	592	478	583	478
COMMD7_62235	COMMD7	747	765	874	726
RTP3_52267	RTP3	1468	1590	1304	1502
FARS2_28860	FARS2	142	266	374	617
ACSM5_41241	ACSM5	854	858	772	787
HS6ST3_67065	HS6ST3	2030	2244	1531	1984
SMAD5_10971	SMAD5	467	503	374	505
GPR174_53901	GPR174	1149	1308	1117	1090
ZFP30_30944	ZFP30	592	684	486	633
LY75-CD302_76001	LY75-CD302	580	541	460	593
NADSYN1_41869	NADSYN1	385	327	501	492
OR6K3_71939	OR6K3	819	1020	780	750
LEPR_10577	LEPR	274	294	419	441
PLAC8_38480	PLAC8	1687	2424	1575	2216
ANKRD50_45226	ANKRD50	977	1018	942	1072
LRRC45_64867	LRRC45	318	402	323	343
CXCR5_1751	CXCR5	483	419	378	448
NEDD4_12407	NEDD4	1107	1516	1485	1745
HOXA9_8660	HOXA9	1250	1609	1679	1869
ZMYM4_24167	ZMYM4	667	777	593	724
RTP5_68028	RTP5	897	965	736	699
RTP2_69648	RTP2	604	648	610	897
HCAR1_35789	HCAR1	1183	1326	1446	1624
ANKRD44_55874	ANKRD44	704	726	563	732
TTC14_62530	TTC14	317	473	1039	940
CTSE_4247	CTSE	276	427	270	209
IL17D_39542	IL17D	884	1222	820	1009
TRAPPC5_59004	TRAPPC5	56	55	457	353
CLEC18B_73458	CLEC18B	490	789	582	661
TEN1_75498	TEN1	723	911	768	632
TIMELESS_23400	TIMELESS	121	11	658	595
SPTAN1_18140	SPTAN1	902	977	959	982
TRA2B_17224	TRA2B	635	684	443	517
HCFC1_8236	HCFC1	6	25	300	226
MFSD12_59114	MFSD12	827	918	616	734
TXNDC12_37651	TXNDC12	483	555	821	911
CDH16_2887	CDH16	779	974	807	1085
CCDC65_55030	CCDC65	476	436	452	586
RPAIN_53286	RPAIN	247	157	463	417
RNF152_65619	RNF152	1940	2187	1551	2159
DDX60L_55804	DDX60L	1201	1703	1180	1621
MAGED1_25024	MAGED1	590	703	524	739
LAMP1_10496	LAMP1	1053	1344	1057	926
CST9L_59608	CST9L	884	1001	654	584
POTEC_71036	POTEC	1850	1856	1761	1437
GALNT3_6855	GALNT3	590	747	560	629
ZBTB16_20708	ZBTB16	1142	1432	1513	1368
PARP3_26796	PARP3	391	260	505	306
RIMS4_60939	RIMS4	497	539	612	576
ADAT1_33090	ADAT1	488	662	526	560
WDR45B_44202	WDR45B	1188	1353	1153	1319
COL4A4_3576	COL4A4	669	815	516	815
PLA2G2E_37077	PLA2G2E	1571	1474	1846	2291
UGT8_19975	UGT8	1391	1786	1550	1721
UROD_20040	UROD	426	541	412	444
RASGEF1C_66624	RASGEF1C	403	534	739	800
TNFRSF1A_19384	TNFRSF1A	518	478	560	545
CADM4_64574	CADM4	1050	1240	859	924
EID2_63643	EID2	509	406	392	324
SCRN2_55505	SCRN2	553	674	957	847
DUSP23_41054	DUSP23	799	903	813	651
FIGLA_69584	FIGLA	481	588	628	830
GYS2_8056	GYS2	930	1241	872	1002
PRKAB1_14771	PRKAB1	1724	2018	1788	1834
MACROD1_36330	MACROD1	733	749	632	794
LOC101928841_76384	LOC101928841	1951	2559	1984	2061
ANKS3_58724	ANKS3	391	532	634	706
ASB18_72336	ASB18	401	297	390	446
HOXC8_8728	HOXC8	394	392	411	534
BCAR1_25232	BCAR1	64	102	182	154
ADARB2_275	ADARB2	1382	1423	1341	1562
CILP2_61956	CILP2	941	1142	988	1064
CLDN23_60468	CLDN23	1778	1856	1897	1927
PLA1A_38605	PLA1A	677	589	826	783
BSG_1892	BSG	1017	1177	1108	1601
PRPS1L1_65891	PRPS1L1	1798	2165	1747	1700
CCNA2_2480	CCNA2	14	32	281	226
CTSV_4268	CTSV	1325	1739	1255	1532
C1orf54_49446	C1orf54	758	746	1304	1853
CCDC54_54050	CCDC54	1733	2036	1700	2152
UGT1A9_40304	UGT1A9	572	564	618	761
MX2_11959	MX2	464	585	535	417
MED10_53206	MED10	863	846	1052	1104
CAT_2383	CAT	1061	712	712	779
SEMA6C_28307	SEMA6C	616	940	1106	1343
HPD_8795	HPD	591	722	899	1082
MUC20_64808	MUC20	1356	1295	1129	1366
SNED1_34286	SNED1	132	180	157	106
PAOX_64464	PAOX	314	389	212	334
KLHL26_42237	KLHL26	297	413	290	365
ERN2_28615	ERN2	915	899	725	854
HUS1B_60359	HUS1B	239	166	154	197
PLEKHG1_45589	PLEKHG1	225	223	143	294
KRT26_70136	KRT26	334	357	330	306
CCDC105_59155	CCDC105	722	1003	820	1047
ALKBH3_65700	ALKBH3	567	464	419	440
ABHD5_37796	ABHD5	283	326	302	283
CSNK2A3_67200	CSNK2A3	219	278	513	415
PPOX_14560	PPOX	1531	1968	1661	1802
RMND5A_48088	RMND5A	269	172	263	254
USP54_63283	USP54	421	482	348	618
OLAH_42262	OLAH	597	629	463	393
EGFR_5390	EGFR	1108	1398	1216	1342
H2AFB3_52450	H2AFB3	133	170	292	285
ETFB_5832	ETFB	250	364	438	602
FAM65B_25848	FAM65B	552	489	515	425
GPN2_40420	GPN2	6	30	295	240
FAM180A_71420	FAM180A	239	249	364	299
TEX40_33926	TEX40	522	459	542	616
FAM171A2_67616	FAM171A2	191	164	496	520
ZNF608_45669	ZNF608	415	288	406	292
ZNF561_56455	ZNF561	303	278	280	307
ACADVL_115	ACADVL	410	397	694	627
CYTIP_25322	CYTIP	115	128	154	138
GET4_39138	GET4	102	140	221	302
SLC39A8_47418	SLC39A8	544	740	519	677
KIF2B_53918	KIF2B	313	329	486	422
SFTPD_17235	SFTPD	708	803	762	699
STK19_23218	STK19	588	650	648	766
QTRTD1_49646	QTRTD1	852	928	820	888
C19orf84_61796	C19orf84	341	392	268	365
OR2B11_59391	OR2B11	1398	1438	1455	1886
SH3GLB2_44528	SH3GLB2	601	498	559	607
C19orf48_54198	C19orf48	432	444	463	499
PRSS12_22083	PRSS12	841	1347	685	659
NFE2L1_12515	NFE2L1	1812	2161	1430	1860
UBL5_46758	UBL5	65	89	651	661
MACC1_69740	MACC1	767	885	722	928
C7orf57_60428	C7orf57	436	564	575	644
KLC4_55257	KLC4	1912	1997	1848	2003
POLR3B_43088	POLR3B	44	69	304	281
IFITM2_28570	IFITM2	950	1120	1041	1210
IFITM3_27995	IFITM3	559	584	736	723
PREX1_45917	PREX1	632	644	998	1240
C10orf62_72756	C10orf62	1132	1321	1264	1280
SCN1B_16880	SCN1B	1597	1352	1146	1560
ELOVL5_46877	ELOVL5	1078	1191	980	1232
GPR32_7594	GPR32	820	1215	1013	1209
RPRD1B_46569	RPRD1B	618	440	458	435
C2orf15_62363	C2orf15	336	345	346	363
ZFP42_60075	ZFP42	2721	2894	1752	2387
PRMT1_8860	PRMT1	69	86	1067	1105
SLC22A6_24587	SLC22A6	999	1256	1104	1041
E2F3_5212	E2F3	300	264	374	503
SPINT2_28810	SPINT2	626	456	493	585
MYOZ2_39485	MYOZ2	935	1080	567	872
EPG5_46345	EPG5	1221	1750	1209	1499
DARS2_41753	DARS2	185	400	844	942
FAM83E_40777	FAM83E	2330	2299	1870	1977
TMEM176B_36222	TMEM176B	701	822	624	769
RARB_15835	RARB	532	462	404	476
SPTSSB_63850	SPTSSB	536	560	543	717
HPGD_8799	HPGD	561	757	460	536
TPH2_58363	TPH2	953	1027	742	957
MDN1_32037	MDN1	66	43	408	315
MSRB2_31242	MSRB2	640	829	640	558
TRNT1_37780	TRNT1	64	25	167	293
TBC1D13_40370	TBC1D13	236	365	541	377
PRDM2_20927	PRDM2	529	588	958	1003
SUSD1_47758	SUSD1	300	281	463	385
PTTG1IP_2080	PTTG1IP	588	642	652	1013
NUDT9_39545	NUDT9	194	332	297	293
ASPM_66971	ASPM	783	780	563	915
ASCL3_44381	ASCL3	590	467	382	620
SEMA6A_45833	SEMA6A	454	410	271	303
SCN10A_16919	SCN10A	721	756	616	702
CARD6_53998	CARD6	423	580	426	403
SHROOM3_46042	SHROOM3	585	937	797	623
KLC2_48130	KLC2	1448	1444	1544	1425
CFAP46_40550	CFAP46	424	492	512	804
EP300_5616	EP300	548	588	1005	1053
KCNK13_44346	KCNK13	2024	1852	1883	1798
AGAP11_58124	AGAP11	211	255	208	292
RALGAPA2_45238	RALGAPA2	372	587	370	483
ZDHHC16_53357	ZDHHC16	839	931	748	733
CLDN7_3800	CLDN7	722	988	607	908
PTPRQ_70292	PTPRQ	436	537	372	447
TEX29_58435	TEX29	959	1324	934	1134
RPS10-NUDT3_76117	RPS10-NUDT3	11	2	225	392
KCNQ2_10123	KCNQ2	321	459	416	513
PTGS2_15367	PTGS2	751	1108	1092	1090
DRD2_5035	DRD2	455	433	433	494
MDC1_25512	MDC1	200	155	284	314
ABCA1_43	ABCA1	226	251	228	319
MST1R_11795	MST1R	65	159	109	124
CBLL1_50217	CBLL1	451	434	735	650
ADAMTS20_50682	ADAMTS20	4	14	304	258
ANAPC11_38958	ANAPC11	55	182	1100	971
VSX2_68836	VSX2	201	240	250	225
SSTR1_18284	SSTR1	730	643	797	861
PNLIP_14294	PNLIP	181	293	300	316
C19orf40_55846	C19orf40	652	314	793	1002
RNF185_55852	RNF185	656	602	344	512
FRMPD3_53610	FRMPD3	737	1008	678	755
DUOX2_37216	DUOX2	1705	1983	1600	1777
CDKN2A_2940	CDKN2A	2647	2922	2266	2586
TMEM18_59731	TMEM18	630	714	802	925
SERTAD1_36880	SERTAD1	178	142	127	169
PRKAB1_14772	PRKAB1	787	975	779	1009
PLA2G4B_75509	PLA2G4B	437	473	358	262
HS2ST1_25498	HS2ST1	310	262	505	471
ADCY4_64470	ADCY4	202	235	229	370
ARID3B_28695	ARID3B	1297	1269	1269	1835
CYP4B1_4411	CYP4B1	312	394	214	342
PRMT6_41794	PRMT6	538	457	587	627
CHRM1_3195	CHRM1	450	336	446	528
TMEM44_56447	TMEM44	1288	1307	1205	1220
AGRN_70563	AGRN	559	592	803	929
TOR3A_47558	TOR3A	1311	1399	736	804
RRP36_55078	RRP36	537	701	458	535
MTG2_34701	MTG2	123	143	286	378
PCK1_13418	PCK1	739	571	1038	1170
PHLDB3_74357	PHLDB3	578	355	298	557
OSBPL10_57320	OSBPL10	1367	1622	1304	1401
UBXN7_34429	UBXN7	48	48	94	107
SLC6A18_69983	SLC6A18	384	387	442	505
R3HDM2_31037	R3HDM2	296	252	221	296
EMC8_27772	EMC8	439	581	435	538
FSCB_52860	FSCB	675	755	598	767
CDKL4_69604	CDKL4	383	286	390	446
STAT5B_18362	STAT5B	925	1040	963	913
ENTPD6_2688	ENTPD6	349	255	180	311
CDC42EP3_28632	CDC42EP3	160	112	72	67
TOP1MT_57767	TOP1MT	74	64	74	99
HIVEP3_46726	HIVEP3	32	6	32	29
LAT_35464	LAT	510	574	666	656
TMEM143_42121	TMEM143	480	542	416	441
BNC2_40585	BNC2	347	691	499	422
HAS3_8183	HAS3	1041	1218	1003	1370
AANAT_32	AANAT	1856	1683	1746	2224
AGRN_70564	AGRN	608	530	411	458
ARFGAP1_43201	ARFGAP1	99	189	106	160
ZBTB17_20724	ZBTB17	21	50	151	160
FAM213B_59331	FAM213B	567	686	653	680
AIRE_908	AIRE	2	0	0	5
AKR1A1_27766	AKR1A1	1083	1164	1011	1285
ATP5S_35590	ATP5S	330	322	177	140
MED12_26595	MED12	57	123	23	16
EIF4EBP3_22520	EIF4EBP3	28	41	41	60
RITA1_54530	RITA1	252	321	336	331
BRIX1_42253	BRIX1	856	944	1014	1406
TRAPPC3_35562	TRAPPC3	0	0	1	6
LYZL4_59932	LYZL4	548	686	595	692
PTF1A_66739	PTF1A	610	807	680	637
DYX1C1_63448	DYX1C1	521	814	535	769
OR12D2_35141	OR12D2	424	677	433	511
CLEC10A_28163	CLEC10A	521	650	317	424
SPTB_18144	SPTB	627	631	855	887
FUT7_6667	FUT7	213	89	304	232
FUNDC1_60699	FUNDC1	1257	1308	1238	1431
GMCL1_47698	GMCL1	261	388	319	334
GAD2_6811	GAD2	730	1088	759	778
GADL1_69052	GADL1	1888	2121	1923	2110
GSK3B_7856	GSK3B	1808	1547	1529	1438
BOLA2B_74449	BOLA2B	2176	2083	1591	1988
DFFB_4720	DFFB	361	307	298	298
ACTL7A_29417	ACTL7A	1527	1636	1436	1752
PIGO_54105	PIGO	1845	1989	1553	1924
ZNF559-ZNF177_76113	ZNF559-ZNF177	476	437	313	398
PRIM2_14760	PRIM2	46	13	421	420
STIM1_18395	STIM1	783	852	1005	1079
HCN3_46141	HCN3	569	599	431	619
SLC7A1_17563	SLC7A1	629	734	656	801
LHCGR_10627	LHCGR	1972	2322	1947	2141
OR5D13_71632	OR5D13	709	550	680	561
TMEM161B_62780	TMEM161B	1196	1311	1230	1598
CCL26_27811	CCL26	455	442	642	436
ST3GAL2_17356	ST3GAL2	250	468	336	449
GRPEL1_51042	GRPEL1	5	31	692	718
REV1_38805	REV1	718	461	653	648
DSEL_56119	DSEL	537	641	399	385
AOC1_72	AOC1	385	455	341	417
RXRB_16688	RXRB	933	1199	879	1148
CCDC103_71012	CCDC103	369	660	435	475
NOX1_35450	NOX1	445	500	524	371
ASPM_66972	ASPM	445	542	507	669
KIAA1161_45517	KIAA1161	1183	1405	971	862
RPL36_33954	RPL36	22	32	164	135
SSX3_27383	SSX3	1837	1928	1413	1605
CCPG1_24267	CCPG1	1039	1273	1341	1513
TECPR2_26339	TECPR2	779	904	1005	1283
HLA-DPA1_8411	HLA-DPA1	1030	1062	798	1062
RGS4_16103	RGS4	437	591	374	368
CTAGE6_69143	CTAGE6	597	636	900	982
EID2B_59087	EID2B	1727	1964	1588	2055
ABCG4_47461	ABCG4	1366	1352	1477	1566
C20orf78_75162	C20orf78	529	602	602	737
C2orf40_53565	C2orf40	1194	1491	1345	1363
TFCP2L1_36657	TFCP2L1	550	746	513	698
C9orf170_72463	C9orf170	2242	2479	1994	2411
RSBN1L_65964	RSBN1L	842	843	935	1126
AGAP4_58112	AGAP4	239	270	647	803
SVIP_66927	SVIP	1850	1605	1617	1654
TRPC3_19604	TRPC3	1717	1703	1486	1791
NBPF15_67926	NBPF15	22	1	223	177
HSF5_58759	HSF5	446	461	514	486
